ID,Category,n_skills,skill_str
15680735,HEALTHCARE,8,"C++, C, Clinical Research, Nursing, Lead Generation, Sales Strategy, Leadership, Presentation"
85973397,PUBLIC-RELATIONS,8,"C++, C, Compliance, Patient Care, InDesign, Leadership, Communication, Cross-functional"
23155093,HR,9,"C++, Compliance, Leadership, Communication, Teamwork, Problem Solving, Attention to Detail, Mentoring, CompTIA"
16276121,DIGITAL-MEDIA,7,"C++, Digital Marketing, Social Media, CRM, Market Research, Analytics, Teamwork"
17166018,FITNESS,5,"C++, SAFe, First Aid, Teamwork, lifeguard first aid and cpr certified"
21338490,ACCOUNTANT,11,"C++, R, Forecasting, Budget Management, Financial Analysis, Accounting, QuickBooks, Financial Reporting, Communication, Problem Solving, stockholm university sweden certificate"
17775916,FINANCE,16,"C++, C, Oracle DB, Forecasting, Budget Management, Accounting, Tally, SAP, ERP, Valuation, Leadership, Communication, Time Management, Multitasking, Negotiation, Presentation"
18714571,HEALTHCARE,6,"C++, QA, Nursing, Communication, Mentoring, highlands geriatric course cna certification"
12315079,HEALTHCARE,16,"C++, C, R, Forecasting, Budget Management, Compliance, Nursing, CRM, Lead Generation, Sales Strategy, Market Research, Leadership, Communication, Negotiation, of medical gases maintenance certification, gas supplies maintenance and certification"
19506295,AVIATION,11,"C++, C, MATLAB, QA, Six Sigma, Photoshop, 3D Modelling, Leadership, Six Sigma Certified, CompTIA, support lean six sigma certified"
16391949,APPAREL,3,"C++, Communication, CompTIA"
22894544,CONSTRUCTION,4,"C++, Communication, Teamwork, Time Management"
17274759,AVIATION,10,"C++, Forecasting, QA, Budget Management, Accounting, Compliance, Communication, CompTIA, type wpm education technical certificate, city state us technical certificate"
15553584,BANKING,5,"C++, Accounting, Market Research, clerical work to company name certificate, nm activities and honors certificate"
92122785,CHEF,7,"C++, C, Budget Management, platinum clubs of ameri ca a certified, lombardini education servsafe certified, food competition acf executive certified, was richard rosendale c m c certified"
24516163,APPAREL,4,"C++, Photoshop, Communication, Mentoring"
80527194,CONSULTANT,13,"C++, R, Financial Analysis, Accounting, QuickBooks, SEO, Social Media, Market Research, Communication, Adaptability, Creativity, Presentation, CompTIA"
11624880,PUBLIC-RELATIONS,6,"C++, Spring, Photoshop, Illustrator, InDesign, Communication"
16964217,CONSULTANT,9,"C++, Nursing, Communication, professional summary certified, health nursing home nurse aide certification, program original certification, date current expiration date certification, education and training cna certificate, certified nursing assistant ged rochester"
16356151,HEALTHCARE,13,"C++, QA, Compliance, Patient Care, Nursing, Surgery, First Aid, Communication, Teamwork, Critical Thinking, training bcls cpr trauma certification, rn team player wound care cpr certification, cpr certified"
60182829,BANKING,8,"C++, Risk Management, Budget Management, Accounting, Compliance, Leadership, Communication, financial survey and certification"
12415691,DESIGNER,19,"Python, Java, C++, C, PHP, Perl, Shell/Bash, CSS, SQL, MySQL, Oracle DB, Linux, Unix, DNS, HTTPS/TLS, ERP, Leadership, Problem Solving, CompTIA"
73157997,BANKING,8,"C++, Resource Planning, Accounting, Compliance, Photoshop, Communication, Presentation, Mentoring"
19063156,ADVOCATE,7,"C++, MySQL, Accounting, Auditing, Leadership, their packages international certified, on every call international certified"
12547982,DESIGNER,6,"C++, QA, Compliance, 3D Modelling, Time Management, affiliations former member certified"
10562768,APPAREL,17,"C++, First Aid, Leadership, Communication, Problem Solving, CompTIA, solving skills bloomberg certified, and provider services to certified, aquatics associate to ymca certification, red cross ellis lifeguard certification, water aerobics certification, cpr first aid aed certification, usa certified, swim coach swim instructor certification, university network plus certification, expected security plus certification, certifications ymca certification"
29865476,DESIGNER,7,"C++, Budget Management, Problem Solving, Critical Thinking, Time Management, business managerial skills certificate, long program and i received a certificate"
97123005,FITNESS,9,"C++, Resource Planning, Accounting, Compliance, Problem Solving, Critical Thinking, Time Management, Attention to Detail, Client Management"
28939941,ACCOUNTANT,13,"C++, Forecasting, Resource Planning, Accounting, Market Research, Communication, Negotiation, Presentation, Azure Certified, CompTIA, retail academy team as certified, business school microsoft certified, access back office microsoft certified"
25070914,PUBLIC-RELATIONS,6,"C++, R, Photography, Social Media, Sales Strategy, Leadership"
94492380,DIGITAL-MEDIA,5,"C++, Digital Marketing, Social Media, Cross-functional, CompTIA"
95429627,CONSULTANT,19,"Python, JavaScript, C++, PHP, VBA, HTML, SQL, Oracle DB, Forecasting, Budget Management, Accounting, QuickBooks, Compliance, Medical Coding, EMR/EHR, CRM, Problem Solving, CPA, CompTIA"
23497307,ENGINEERING,10,"C++, Oracle DB, Jira, Agile, SAP, Leadership, Communication, Attention to Detail, Client Management, CompTIA"
27066370,CONSTRUCTION,4,"C++, Oracle DB, QuickBooks, of texas city paralegal certificate"
20148147,ARTS,5,"C++, C, Communication, Teamwork, Attention to Detail"
15261348,CHEF,5,"C++, SAFe, Accounting, Teamwork, management control servsafe certified"
14064815,ADVOCATE,9,"C++, Risk Management, Compliance, Patient Care, Medical Coding, Leadership, Communication, Problem Solving, Negotiation"
28758002,FINANCE,13,"C++, C, Forecasting, QA, Budget Management, Accounting, Taxation, Financial Reporting, Budget Forecasting, Compliance, Sales Strategy, Leadership, Communication"
13272204,ARTS,4,"C++, Compliance, Teamwork, Attention to Detail"
10281555,CONSTRUCTION,7,"C++, SAFe, Compliance, Communication, Problem Solving, Negotiation, CompTIA"
11480899,HR,8,"TypeScript, C++, Resource Planning, Compliance, Leadership, Communication, Problem Solving, resource management pm and apm certification"
63670997,CONSULTANT,10,"C++, Stakeholder Management, Social Media, Sales Strategy, Brand Management, Leadership, Communication, Teamwork, CompTIA, education strategic leadership certificate"
24964303,BUSINESS-DEVELOPMENT,12,"C++, C, Forecasting, Budget Forecasting, UI/UX Design, Content Marketing, CRM, Sales Strategy, Leadership, Communication, Presentation, CompTIA"
61315605,AVIATION,8,"C++, R, Network Security, Accounting, Compliance, Critical Thinking, CompTIA, weapons qualification certification"
29805310,SALES,3,"C++, Communication, Teamwork"
30757456,FITNESS,20,"C++, Spring, Leadership, Communication, Problem Solving, Presentation, Mentoring, CompTIA, professional year nationally certified, sscv present fms level certified, present trx level certified, present power plate academy certified, background exos performance certification, of exos online performance certification, and conditioning coach certification, year industry professionals certification, iv ap performance mentorship certified, ii ap performance mentorship certified, completion of nsca cscs certification, levels ussa sport science certification"
16519708,BUSINESS-DEVELOPMENT,9,"C++, Budget Management, Brand Design, CRM, Sales Strategy, Leadership, Negotiation, Presentation, Cross-functional"
36425270,ACCOUNTANT,7,"C++, Accounting, QuickBooks, Compliance, KYC/AML, Communication, Attention to Detail"
27295996,INFORMATION-TECHNOLOGY,13,"C++, SQL, Azure, Linux, Data Analysis, DNS, Budget Management, ERP, Compliance, CRM, Communication, Negotiation, CompTIA"
12938389,FITNESS,9,"C++, QuickBooks, Compliance, Leadership, Communication, Problem Solving, Creativity, Attention to Detail, Mentoring"
18900722,DIGITAL-MEDIA,14,"C++, C, Budget Forecasting, Photoshop, Illustrator, InDesign, CRM, Lead Generation, Sales Strategy, Product Marketing, Leadership, Communication, Presentation, Client Management"
23864858,DIGITAL-MEDIA,11,"C++, VBA, HTML, SQL, Digital Marketing, SEO, SEM, CRM, Analytics, CPA, CompTIA"
27549075,APPAREL,6,"C++, Budget Management, Compliance, Communication, Teamwork, Problem Solving"
18501746,DIGITAL-MEDIA,5,"C++, Data Analysis, Radiology, SEM, CPA"
36868767,HEALTHCARE,5,"C++, C, Surgery, Multitasking, accreditation health care and certification"
20819838,SALES,3,"C++, R, CompTIA"
65373280,CHEF,9,"C++, Budget Management, Resource Planning, Financial Analysis, Leadership, Communication, Teamwork, Problem Solving, Time Management"
19156751,SALES,11,"C++, SAFe, Accounting, Compliance, Patient Care, CRM, Communication, Teamwork, Problem Solving, Attention to Detail, Client Management"
29329075,PUBLIC-RELATIONS,7,"C++, R, Communication, CompTIA, illinois state peace officer certification, arrest authority and weapon certification, j o connor training academy certification"
14554542,ENGINEERING,5,"C++, C, Leadership, Communication, CompTIA"
31162167,DIGITAL-MEDIA,12,"C++, HTML, ERP, Photoshop, Illustrator, InDesign, Digital Marketing, Social Media, CRM, Communication, Teamwork, CompTIA"
27000192,PUBLIC-RELATIONS,7,"C++, Swift, Brand Design, Social Media, Leadership, Communication, graduate certificates graduate certificate"
23387174,ACCOUNTANT,16,"C++, R, Oracle DB, Forecasting, Budget Management, Resource Planning, Accounting, Auditing, Taxation, SAP, ERP, Financial Reporting, Valuation, CRM, Communication, Problem Solving"
38457612,CONSULTANT,19,"C++, Network Security, Firewall, VPN, DNS, HTTPS/TLS, Ethical Hacking, Compliance, Communication, Azure Certified, CEH, CCNA, CompTIA, vishawavidhalaya bhopal cisco certified, associates ccna microsoft certified, it professional mcitp symantec certified, specialist scs certified, analyst architect ccna cisco certified, iso managing microsoft certified"
17987433,INFORMATION-TECHNOLOGY,2,"C++, Go"
13376919,HR,3,"C++, Oracle DB, CompTIA"
96260484,HEALTHCARE,6,"C++, Accounting, Patient Care, Sales Strategy, Product Marketing, Leadership"
28831442,PUBLIC-RELATIONS,10,"C++, C, R, Go, Spring, Patient Care, Surgery, Leadership, Teamwork, Time Management"
20275356,FINANCE,8,"C++, Oracle DB, Forecasting, Budget Management, Accounting, Financial Reporting, Leadership, CPA"
18187364,INFORMATION-TECHNOLOGY,20,"C++, C, R, Assembly, SQL, Oracle DB, Linux, Unix, Statistics, Network Security, Penetration Testing, Auditing, KYC/AML, Teamwork, Mentoring, CISSP, CompTIA, core qualifications oracle certified, ocp versions i i g g certified, professional cissp isc certified"
22861181,PUBLIC-RELATIONS,6,"C++, Accounting, Photoshop, Communication, Presentation, Client Management"
24402267,HR,5,"C++, Go, QA, Compliance, for the hr team for certification"
18905648,DIGITAL-MEDIA,6,"C++, Photoshop, Illustrator, Social Media, Presentation, plans to reach sales goals certified"
80053367,ACCOUNTANT,11,"C++, Statistics, Accounting, SAP, Patient Care, Nursing, Surgery, First Aid, Problem Solving, basic life support bls certification, post operative care bls certified"
24953921,DIGITAL-MEDIA,11,"C++, PHP, HTML, CSS, Accounting, Budget Forecasting, Social Media, Communication, Teamwork, Presentation, CompTIA"
25328428,HEALTHCARE,17,"C++, Go, Compliance, Patient Care, Nursing, First Aid, Communication, Teamwork, Time Management, healthcare technician summary certified, family and staff currently certified, familyfocused blood withdrawal certification, charting skillfulness cpr bls certified, control standards aed certification, name professional experience certified, patients family and staff also certified, march company name city state certified"
10504237,TEACHER,8,"C++, Statistics, QA, Anatomy, Physiology, Google Certified, classroom achieve level google certified, march post bachelors teaching certification"
35421497,TEACHER,7,"C++, SAFe, SAP, First Aid, Leadership, Communication, Problem Solving"
72231872,HR,6,"C++, Budget Management, Taxation, Compliance, Leadership, Communication"
17311685,TEACHER,3,"C++, Leadership, management procedures certified"
16332348,ADVOCATE,13,"C++, Statistics, Surgery, Market Research, Communication, Problem Solving, Critical Thinking, Time Management, Adaptability, Attention to Detail, Multitasking, Presentation, CompTIA"
82649935,ACCOUNTANT,7,"C++, Accounting, Financial Reporting, Compliance, Communication, Teamwork, CPA"
23085604,DIGITAL-MEDIA,11,"C++, Neural Networks, QA, Firewall, DNS, Budget Management, Sales Strategy, Communication, Teamwork, Problem Solving, CompTIA"
20317319,BUSINESS-DEVELOPMENT,7,"C++, SAFe, Brand Design, CRM, Sales Strategy, Presentation, CompTIA"
15721849,CONSTRUCTION,12,"C++, Statistics, QA, SAFe, Budget Management, Accounting, Compliance, Sales Strategy, Leadership, Communication, Negotiation, supplier management systems certified"
37997506,ACCOUNTANT,8,"C++, Data Analysis, Budget Management, Accounting, QuickBooks, Financial Reporting, Compliance, Leadership"
15601399,ENGINEERING,3,"C++, Leadership, Communication"
23139819,ACCOUNTANT,14,"C++, R, Oracle DB, Forecasting, Budget Management, Accounting, SAP, QuickBooks, Financial Reporting, Compliance, Sales Strategy, Problem Solving, Mentoring, CompTIA"
11958994,DESIGNER,6,"C++, Compliance, Communication, Teamwork, Problem Solving, CompTIA"
23939133,TEACHER,6,"C++, SAFe, Compliance, First Aid, accomplishments received a certificate, in august received a certificate"
61579998,ENGINEERING,11,"Java, C++, C, MATLAB, Data Analysis, Jira, Agile, Six Sigma, 3D Modelling, Cross-functional, CompTIA"
22720697,FINANCE,6,"C++, Accounting, QuickBooks, Photography, Communication, CPA"
10515955,DIGITAL-MEDIA,5,"C++, Spring, Sales Strategy, Communication, Negotiation"
17556527,ACCOUNTANT,9,"C++, C, R, Accounting, Tally, ERP, QuickBooks, Negotiation, CompTIA"
31677347,ENGINEERING,12,"JavaScript, C++, C, Go, HTML, REST API, Jenkins, Scrum, Compliance, Video Editing, Communication, Teamwork"
27024099,ARTS,6,"C++, QA, Leadership, Communication, Problem Solving, Mentoring"
16280971,SALES,9,"C++, Budget Management, Sales Strategy, Communication, Teamwork, Creativity, Presentation, Client Management, CompTIA"
